5.00,131.50,2692.51,26.00,644.56
4.00,101.76,2164.19,17.00,502.43
4.00,114.34,2330.38,38.00,758.83
2.00,111.79,1210.54,33.00,629.57
1.00,110.70,1717.61,41.00,847.29
4.00,103.43,2264.47,29.00,654.41
2.00,55.19,1504.27,37.00,722.09
1.00,55.79,653.36,11.00,503.48
5.00,132.81,3045.32,34.00,828.00
4.00,103.54,1966.05,19.00,479.24
4.00,97.11,2354.51,41.00,572.44
2.00,78.35,1350.87,45.00,627.79
4.00,106.65,3238.61,36.00,674.20
4.00,130.48,3251.50,15.00,399.15
5.00,121.24,3066.13,46.00,871.75
5.00,142.48,3502.17,38.00,754.77
1.00,54.16,1009.18,7.00,484.18
1.00,75.38,1374.59,44.00,654.09
1.00,68.42,1569.53,44.00,895.99
4.00,88.10,2408.30,16.00,481.79
1.00,58.49,961.48,20.00,635.10
3.00,122.76,1300.63,49.00,882.57
5.00,131.68,2794.94,62.00,1036.58
2.00,81.42,934.72,41.00,557.23
5.00,129.92,3079.88,64.00,1097.95
4.00,96.67,2445.91,54.00,909.20
5.00,120.71,3071.78,27.00,618.21
4.00,108.88,2548.09,38.00,713.49
5.00,93.75,2746.19,43.00,747.19
2.00,84.31,1505.76,19.00,529.09
1.00,50.82,1312.30,42.00,710.13
5.00,108.08,3035.35,61.00,989.55
4.00,80.29,2002.78,23.00,691.32
1.00,100.59,2043.57,40.00,635.91
5.00,118.71,3157.80,53.00,809.31
4.00,107.65,2299.98,36.00,709.88
3.00,106.69,2215.00,54.00,908.02
1.00,84.02,1227.00,53.00,998.20
5.00,130.21,2946.26,28.00,595.79
1.00,79.01,1253.34,28.00,609.12
4.00,89.18,2428.20,32.00,658.71
5.00,142.78,3458.30,32.00,666.66
5.00,134.81,2813.24,35.00,763.36
3.00,36.79,563.48,15.00,346.13
5.00,126.65,3642.09,58.00,926.92
5.00,142.79,3942.45,18.00,570.56
4.00,114.42,2573.03,37.00,839.95
5.00,142.32,3308.48,60.00,1164.89
5.00,155.33,3442.49,20.00,612.66
4.00,102.12,2535.52,41.00,924.41
1.00,101.80,1251.34,28.00,611.36
5.00,122.60,2643.09,21.00,619.63
4.00,95.17,2062.27,22.00,680.13
4.00,102.21,2040.02,41.00,852.18
2.00,83.19,1956.06,11.00,576.60
5.00,151.82,3215.45,49.00,956.73
3.00,71.88,1244.01,57.00,984.84
1.00,45.18,500.00,45.00,451.55
2.00,98.15,1550.99,56.00,893.66
5.00,118.08,3322.60,29.00,639.04
3.00,106.09,2429.85,32.00,671.48
2.00,57.08,1331.91,17.00,415.63
1.00,88.01,786.18,43.00,675.39
1.00,66.55,729.34,14.00,352.79
5.00,154.99,3250.30,46.00,946.20
5.00,105.06,3058.61,41.00,718.24
5.00,97.50,1721.54,47.00,859.42
4.00,78.67,1317.16,26.00,721.91
5.00,146.73,3694.92,54.00,990.45
1.00,80.93,880.40,48.00,868.09
1.00,98.12,1614.98,15.00,603.56
1.00,85.69,1102.44,10.00,291.94
3.00,62.64,1502.15,59.00,854.47
5.00,150.24,4656.34,33.00,726.47
4.00,96.58,2068.56,22.00,760.12
2.00,100.74,1746.04,30.00,624.64
3.00,99.53,2542.98,53.00,919.94
1.00,69.78,811.22,29.00,601.49
5.00,117.52,2967.32,49.00,1025.66
2.00,43.80,1270.92,43.00,765.99
3.00,108.76,1966.62,13.00,414.34
4.00,134.88,3024.02,31.00,741.57
1.00,91.67,1936.28,46.00,935.36
5.00,113.81,2956.59,53.00,812.94
5.00,129.84,3247.67,58.00,879.85
2.00,114.83,2032.31,52.00,789.65
5.00,104.62,3069.50,39.00,806.21
4.00,94.81,2325.88,51.00,733.41
5.00,110.97,3421.62,54.00,1091.18
4.00,143.11,2914.11,57.00,1090.28
2.00,99.97,2135.12,50.00,1061.04
4.00,125.67,2237.26,43.00,713.74
3.00,77.29,1653.29,30.00,568.47
5.00,104.78,2867.00,20.00,605.45
3.00,75.04,923.09,25.00,751.72
5.00,96.05,2484.86,16.00,465.14
4.00,115.93,2779.87,39.00,720.31
1.00,84.80,1604.64,29.00,697.66
1.00,73.41,505.09,8.00,418.27
5.00,62.85,1874.76,44.00,684.16
2.00,97.21,1479.94,55.00,801.57
1.00,82.90,969.03,33.00,595.38
4.00,110.83,2629.60,54.00,972.82
1.00,103.59,1259.43,10.00,423.49
3.00,90.39,1893.20,52.00,873.10
2.00,85.18,1956.68,14.00,592.77
2.00,63.85,1438.11,8.00,513.76
2.00,93.24,1396.10,34.00,609.58
4.00,117.26,2587.96,39.00,814.70
3.00,123.29,1812.94,57.00,909.94
1.00,83.65,897.78,12.00,458.67
2.00,106.59,2076.54,43.00,795.72
4.00,127.18,2865.89,19.00,565.84
5.00,110.95,1819.89,60.00,1099.57
5.00,69.59,1502.02,61.00,831.58
2.00,115.92,1477.28,28.00,819.18
5.00,142.63,3015.51,46.00,829.92
5.00,95.36,3328.26,57.00,1102.61
2.00,91.24,1548.31,24.00,562.18
1.00,66.75,593.87,22.00,549.91
1.00,83.38,1425.48,7.00,356.39
3.00,97.58,2259.02,59.00,841.78
3.00,117.27,2288.79,41.00,846.66
5.00,106.75,2395.23,21.00,386.21
3.00,54.22,1983.39,30.00,592.41
4.00,123.67,2873.00,61.00,1027.16
2.00,97.52,1478.43,11.00,290.18
5.00,103.72,2814.86,17.00,603.60
4.00,115.78,2687.86,38.00,735.38
4.00,95.86,2257.49,24.00,657.71
5.00,120.52,2472.28,24.00,537.73
5.00,105.67,3132.23,16.00,550.12
3.00,94.62,2115.04,25.00,520.97
2.00,97.00,1736.40,47.00,618.60
5.00,106.97,2172.70,27.00,537.97
2.00,56.22,1465.40,41.00,571.74
2.00,98.00,2131.74,16.00,758.49
2.00,113.72,2817.16,50.00,778.02
5.00,124.08,2626.74,40.00,818.38
4.00,149.65,3004.24,38.00,893.59
5.00,128.48,2318.58,63.00,956.89
1.00,57.11,500.00,25.00,625.81
3.00,96.18,1628.01,56.00,804.28
5.00,92.99,2440.58,48.00,810.71
5.00,153.93,3252.81,52.00,905.13
4.00,83.31,2269.68,28.00,603.76
1.00,61.27,500.00,5.00,342.87
4.00,144.32,3049.16,58.00,1012.46
3.00,81.14,1645.80,18.00,524.83
1.00,67.07,500.00,16.00,341.08
2.00,93.64,2233.32,48.00,827.61
1.00,83.49,853.41,36.00,698.61
4.00,151.73,2937.67,42.00,1017.01
1.00,80.21,1337.91,21.00,585.55
4.00,121.74,2491.30,15.00,676.29
2.00,91.30,1878.51,33.00,531.72
1.00,67.75,800.60,46.00,740.37
4.00,76.90,2324.93,41.00,702.09
3.00,84.07,2343.70,13.00,557.46
3.00,97.41,1670.59,22.00,510.55
1.00,55.76,693.24,53.00,764.52
2.00,90.99,1938.29,47.00,760.69
4.00,144.83,2720.09,33.00,665.97
1.00,64.31,500.00,14.00,588.45
1.00,40.76,500.00,9.00,425.22
4.00,100.24,2244.41,50.00,776.13
1.00,64.01,1117.46,39.00,571.49
4.00,106.76,2193.07,14.00,435.45
3.00,118.77,2072.91,41.00,646.04
4.00,93.67,2140.02,31.00,608.47
2.00,68.70,1652.18,40.00,693.81
2.00,115.25,1724.16,47.00,824.87
2.00,74.30,1080.16,37.00,803.45
1.00,102.61,745.26,35.00,731.95
4.00,116.77,2982.85,32.00,747.48
4.00,132.03,3252.46,50.00,865.17
5.00,97.39,2878.23,33.00,617.04
1.00,103.03,1561.08,44.00,781.08
4.00,122.10,2574.74,54.00,849.44
5.00,99.76,3058.58,35.00,646.68
1.00,90.94,2003.92,33.00,742.34
3.00,93.87,1558.91,59.00,873.27
1.00,60.91,669.63,37.00,501.54
4.00,104.90,2437.00,14.00,397.83
3.00,112.20,2002.82,44.00,828.66
5.00,96.93,1730.86,21.00,591.20
5.00,108.46,2612.49,53.00,839.32
5.00,108.51,3169.24,42.00,792.05
5.00,118.36,3117.49,18.00,580.92
4.00,56.01,1024.48,41.00,694.09
2.00,84.78,1294.69,41.00,596.12
4.00,130.15,3404.32,32.00,863.08
3.00,69.12,1418.83,40.00,684.86
2.00,64.25,1116.38,19.00,440.00
3.00,99.72,1957.02,12.00,479.99
3.00,110.47,1708.11,40.00,651.75
1.00,67.02,500.00,28.00,636.25
1.00,69.04,1037.55,48.00,682.48
2.00,79.92,1214.93,47.00,794.51
1.00,94.55,1440.84,48.00,1075.74
3.00,117.01,982.47,45.00,649.83
2.00,96.54,1878.82,29.00,697.76
4.00,102.87,1854.39,58.00,1023.89
4.00,130.12,3002.51,56.00,821.53
2.00,92.08,1556.52,37.00,616.03
1.00,79.12,785.96,14.00,398.02
1.00,106.78,1030.84,38.00,698.89
3.00,110.73,2810.26,24.00,603.86
1.00,64.87,1366.43,50.00,760.79
3.00,125.42,2292.35,56.00,818.89
1.00,90.39,1217.32,30.00,627.86
2.00,59.69,567.48,43.00,598.64
2.00,100.39,1471.73,30.00,614.82
1.00,69.64,500.00,42.00,652.49
4.00,108.03,3174.25,42.00,781.29
3.00,74.80,1636.87,11.00,532.63
1.00,96.82,1916.95,16.00,436.74
4.00,98.04,2300.56,22.00,649.17
2.00,66.17,584.92,23.00,476.02
3.00,122.52,2825.38,49.00,771.56
4.00,136.49,3539.56,35.00,751.44
4.00,173.60,2774.25,45.00,918.32
3.00,97.21,2108.49,23.00,571.91
1.00,63.27,673.13,10.00,538.03
1.00,132.15,2138.21,17.00,476.15
5.00,109.39,2387.16,61.00,857.79
1.00,60.75,500.00,6.00,370.71
1.00,80.22,1231.93,24.00,618.85
4.00,94.12,2623.00,22.00,565.45
3.00,129.37,2056.44,34.00,711.27
1.00,47.72,692.38,13.00,202.99
2.00,83.69,1379.66,7.00,442.17
2.00,123.52,2136.93,18.00,675.57
3.00,95.65,1738.47,55.00,854.79
5.00,104.12,2422.76,61.00,948.25
4.00,118.75,2843.16,27.00,867.07
4.00,105.99,2155.57,49.00,990.67
4.00,132.30,2864.42,38.00,959.07
4.00,83.07,1796.85,30.00,721.32
5.00,110.08,2987.27,24.00,628.46
2.00,78.61,1261.94,38.00,639.30
2.00,82.82,1935.22,56.00,766.27
2.00,112.72,2222.39,17.00,525.39
5.00,97.12,2143.95,51.00,875.36
1.00,87.65,1535.46,25.00,525.50
2.00,89.72,1298.93,29.00,533.91
4.00,84.63,2457.23,24.00,587.09
3.00,82.67,1971.40,22.00,764.45
4.00,95.58,2401.76,39.00,721.97
4.00,142.19,2633.99,37.00,859.98
2.00,136.85,2343.02,32.00,724.77
5.00,133.97,2750.16,53.00,1107.72
3.00,89.74,2482.75,20.00,671.53
5.00,104.98,2925.46,30.00,622.19
5.00,128.53,2926.47,55.00,820.02
3.00,104.96,2689.47,44.00,772.91
5.00,113.26,2895.73,23.00,411.15
3.00,110.42,2585.08,55.00,757.31
4.00,145.80,3412.61,13.00,534.39
4.00,124.28,2609.03,15.00,507.60
4.00,90.86,2137.22,41.00,815.44
1.00,36.22,829.15,21.00,384.64
1.00,83.53,1323.45,44.00,803.30
4.00,110.58,2828.13,27.00,567.74
4.00,101.20,2515.54,52.00,810.93
3.00,93.73,1961.33,20.00,657.13
4.00,130.20,2517.24,53.00,953.72
3.00,100.30,1441.63,12.00,442.03
2.00,72.92,960.69,30.00,550.24
4.00,91.54,2401.15,13.00,529.21
1.00,103.97,1718.97,10.00,628.61
3.00,105.25,1846.02,38.00,471.40
5.00,58.81,1683.17,57.00,726.14
2.00,72.50,1381.88,30.00,628.10
4.00,154.05,3286.88,20.00,658.18
3.00,67.71,1936.10,40.00,710.47
1.00,87.80,1121.85,14.00,371.73
2.00,78.30,1240.64,10.00,338.48
4.00,127.31,2798.47,36.00,742.62
5.00,110.11,2443.00,45.00,712.38
3.00,75.91,1890.62,59.00,939.99
2.00,79.56,1910.62,11.00,340.22
1.00,80.49,1432.39,33.00,565.10
2.00,63.08,1041.10,26.00,624.39
4.00,125.76,2636.05,13.00,522.00
4.00,110.26,2046.57,35.00,642.01
4.00,125.14,2983.15,28.00,770.28
5.00,114.74,2914.35,50.00,989.02
5.00,112.14,2251.90,58.00,1009.48
5.00,105.70,2461.60,39.00,764.05
3.00,98.23,2176.25,28.00,667.74
3.00,132.71,2705.72,15.00,474.72
4.00,122.31,2644.55,51.00,1058.56
1.00,85.67,1348.41,23.00,447.37
3.00,93.60,1828.59,38.00,587.18
3.00,91.47,2768.36,20.00,437.67
2.00,81.97,583.28,22.00,434.07
3.00,57.35,937.49,34.00,538.08
1.00,53.79,1431.22,6.00,487.55
3.00,137.11,3156.91,39.00,646.90
4.00,118.32,2716.21,49.00,973.36
5.00,127.67,3190.61,51.00,879.11
2.00,87.44,1161.89,48.00,799.32
1.00,74.13,826.94,53.00,842.91
1.00,58.79,666.90,49.00,824.93
2.00,104.97,2067.99,36.00,614.91
5.00,110.00,2455.61,49.00,870.95
4.00,117.58,2219.81,42.00,803.51
4.00,109.95,2007.78,23.00,662.63
4.00,122.55,2599.52,38.00,781.72
3.00,92.67,2134.81,14.00,505.61
5.00,125.00,3636.45,25.00,654.39
4.00,88.05,1684.27,24.00,483.61
2.00,85.57,1847.93,23.00,523.46
4.00,115.80,3139.35,25.00,634.40
1.00,79.81,1423.11,6.00,293.15
3.00,113.67,2486.22,32.00,643.98
3.00,102.33,2168.83,30.00,570.05
5.00,154.61,3864.70,20.00,727.83
3.00,106.30,2286.92,49.00,768.10
2.00,71.78,1107.34,12.00,539.95
1.00,91.90,982.61,29.00,752.63
2.00,84.28,1199.72,10.00,360.63
5.00,144.37,3169.55,62.00,1119.62
2.00,83.23,627.02,47.00,688.82
1.00,79.98,1124.16,35.00,697.48
5.00,127.50,2384.85,46.00,841.76
4.00,90.88,2479.39,40.00,741.11
5.00,120.26,3136.86,34.00,712.76
1.00,59.73,516.83,28.00,494.20
5.00,134.34,3938.02,27.00,889.66
3.00,94.83,1725.16,41.00,874.86
3.00,90.68,2194.27,11.00,486.84
1.00,59.95,500.00,53.00,787.27
1.00,70.75,888.48,17.00,433.60
4.00,117.21,2170.08,20.00,569.99
5.00,123.72,2462.15,65.00,1067.26
3.00,102.17,1551.40,35.00,630.11
4.00,140.94,2781.23,57.00,1034.71
3.00,109.65,2691.58,37.00,682.91
4.00,119.07,2578.26,40.00,877.74
2.00,67.87,1006.16,30.00,425.07
3.00,121.57,2696.04,10.00,400.66
2.00,77.28,1208.72,50.00,745.62
5.00,146.37,3799.10,57.00,1012.55
3.00,97.32,1526.38,20.00,624.96
4.00,98.77,1938.12,27.00,574.61
3.00,76.76,1418.20,50.00,856.39
1.00,65.10,981.63,36.00,700.34
1.00,31.12,500.00,25.00,503.42
4.00,139.28,3641.77,17.00,799.96
4.00,146.69,3140.19,13.00,488.91
2.00,114.53,1772.21,35.00,577.27
2.00,107.02,2153.12,40.00,833.68
5.00,104.84,2833.67,28.00,384.40
1.00,90.00,1415.32,14.00,624.12
4.00,137.31,2703.40,28.00,608.61
2.00,97.86,2323.77,26.00,616.44
1.00,100.95,1670.87,25.00,597.77
4.00,107.75,3152.96,58.00,1018.06
2.00,69.81,1007.80,24.00,465.80
4.00,129.71,3373.67,60.00,824.21
2.00,82.50,1128.63,24.00,513.35
4.00,96.81,1886.11,19.00,488.72
4.00,96.06,2981.02,25.00,641.98
1.00,67.73,2088.29,26.00,630.00
1.00,78.18,1419.90,29.00,490.27
1.00,82.00,983.85,7.00,172.22
3.00,100.38,1954.54,14.00,663.87
3.00,106.33,1734.11,26.00,741.65
2.00,90.12,839.96,55.00,734.51
4.00,83.11,2047.89,36.00,769.81
1.00,61.58,1045.00,7.00,598.37
4.00,119.69,3081.69,32.00,811.49
5.00,140.22,3264.48,47.00,811.55
2.00,56.43,1083.35,21.00,417.51
3.00,119.45,2518.49,29.00,668.71
1.00,66.44,500.00,32.00,667.21
4.00,83.21,1785.97,23.00,676.92
2.00,75.73,1277.51,19.00,566.53
5.00,96.84,2548.24,61.00,901.49
5.00,115.01,3255.34,53.00,926.73
3.00,97.70,1866.85,16.00,713.69
4.00,133.20,3156.77,18.00,606.41
5.00,127.29,2859.37,42.00,928.73
2.00,124.91,2677.51,54.00,882.05
2.00,66.67,1026.29,13.00,505.19
4.00,157.09,3911.69,56.00,1054.11
1.00,64.30,568.26,4.00,401.83
1.00,84.92,1788.97,28.00,603.96
3.00,121.56,1862.46,52.00,918.18
3.00,76.68,1839.85,56.00,793.07
1.00,109.73,1750.42,27.00,585.95
1.00,109.43,1573.00,47.00,798.09
4.00,132.66,2779.74,54.00,855.82
4.00,64.47,1529.44,36.00,626.21
5.00,114.68,2887.80,25.00,625.35
4.00,102.94,2023.07,22.00,675.26
2.00,61.00,900.83,40.00,800.01
3.00,116.11,1921.60,22.00,607.07
2.00,90.30,1223.83,40.00,753.54
1.00,109.77,1584.39,27.00,664.25
5.00,126.82,2821.42,50.00,955.01
2.00,99.48,1587.40,48.00,775.36
3.00,90.40,1815.72,55.00,913.85
3.00,65.17,1232.70,28.00,527.19
4.00,126.32,2522.67,17.00,560.67
3.00,88.06,2212.64,26.00,586.38
4.00,105.40,2723.85,59.00,953.10
1.00,72.90,1176.86,30.00,439.14
3.00,134.92,2392.20,29.00,581.60
4.00,117.73,2516.94,42.00,635.33
1.00,79.76,1035.15,9.00,401.70
3.00,57.72,1102.86,49.00,642.76
5.00,130.15,3048.95,60.00,1158.80
2.00,69.88,1664.20,30.00,768.18
5.00,119.19,2905.61,32.00,555.05
2.00,99.33,2415.81,38.00,772.93
1.00,54.13,500.00,35.00,451.10
1.00,67.82,649.67,14.00,482.79
1.00,77.22,1341.11,36.00,595.17
1.00,47.11,712.77,49.00,723.37
4.00,92.49,2012.22,59.00,882.65
5.00,107.82,3206.47,57.00,1019.36
2.00,45.30,1161.52,56.00,601.54
3.00,86.96,1595.14,15.00,539.71
4.00,98.36,2231.56,26.00,610.66
2.00,58.92,574.96,38.00,676.30
5.00,137.32,2992.22,61.00,1212.34
2.00,83.90,1037.75,26.00,585.08
4.00,108.37,2410.64,40.00,535.53
1.00,48.68,603.45,29.00,336.93
1.00,75.60,844.26,52.00,831.09
1.00,31.38,500.00,21.00,499.12
5.00,138.16,3306.65,38.00,727.20
3.00,113.01,2558.92,50.00,926.57
2.00,90.73,933.56,46.00,939.17
5.00,125.19,2475.54,43.00,905.38
5.00,131.28,3089.35,32.00,775.88
3.00,92.95,1805.41,30.00,677.35
4.00,83.69,2359.56,38.00,754.15
2.00,97.80,2124.54,51.00,973.68
1.00,67.09,855.98,9.00,532.41
4.00,126.35,2725.34,44.00,714.71
4.00,146.10,2939.32,31.00,748.08
3.00,101.43,1607.45,44.00,858.53
1.00,69.37,500.00,5.00,396.27
2.00,68.34,1710.44,8.00,409.05
1.00,98.17,1352.34,31.00,746.61
2.00,63.14,1572.92,47.00,621.41
2.00,72.49,1169.12,31.00,644.34
5.00,129.29,2620.82,25.00,728.67
3.00,111.29,2280.87,30.00,749.79
1.00,67.23,1035.71,48.00,735.91
3.00,113.42,1863.75,20.00,512.73
1.00,84.06,1319.36,5.00,434.32
4.00,109.82,2716.65,50.00,926.92
2.00,70.01,1187.73,40.00,710.40
3.00,96.10,2079.38,37.00,737.05
5.00,151.67,3510.68,23.00,586.97
3.00,125.10,2300.77,22.00,651.26
5.00,80.74,2268.82,60.00,764.88
4.00,129.95,3352.61,35.00,890.54
3.00,96.78,2352.60,57.00,879.53
2.00,82.16,1539.37,43.00,681.73
5.00,100.19,3168.62,52.00,874.21
1.00,65.35,500.00,32.00,562.87
4.00,128.47,3059.15,54.00,979.59
3.00,87.23,2405.45,39.00,798.50
5.00,131.50,2727.95,61.00,1138.23
3.00,122.73,2375.27,26.00,679.27
2.00,68.22,779.78,25.00,365.20
5.00,119.87,3103.34,27.00,487.92
2.00,49.02,500.00,35.00,584.11
3.00,90.25,1311.26,48.00,704.11
4.00,94.15,1253.81,41.00,793.08
5.00,119.67,2633.81,36.00,776.64
4.00,105.46,2003.85,38.00,925.62
4.00,104.80,2394.40,14.00,343.11
4.00,134.68,3091.03,42.00,576.97
1.00,74.44,1773.96,34.00,737.50
4.00,97.31,1978.38,50.00,921.49
1.00,67.10,757.17,14.00,589.54
3.00,79.66,1745.60,36.00,554.95
2.00,47.06,658.00,30.00,624.17
2.00,58.07,988.73,47.00,718.20
1.00,69.68,996.95,20.00,706.37
5.00,105.60,3042.76,17.00,523.35
5.00,103.34,1829.63,49.00,882.05
3.00,109.61,1991.77,56.00,954.20
5.00,93.93,2387.60,31.00,688.75
2.00,98.34,2095.52,25.00,557.10
1.00,72.47,1065.61,39.00,661.09
2.00,93.28,1552.63,55.00,882.54
2.00,70.89,500.00,22.00,459.95
4.00,93.35,1900.00,34.00,833.72
3.00,88.34,1612.75,12.00,527.89
3.00,97.94,2160.30,54.00,1009.29
5.00,111.65,3515.10,56.00,969.06
2.00,100.86,1425.46,14.00,399.78
2.00,107.27,1495.41,13.00,449.20
5.00,150.11,3406.62,52.00,752.26
3.00,112.24,2251.24,54.00,973.33
3.00,73.56,1447.37,36.00,686.30
1.00,77.61,784.20,29.00,704.01
4.00,91.24,1761.16,60.00,913.02
3.00,86.41,1842.68,21.00,463.02
2.00,87.24,1596.71,42.00,703.63
4.00,94.30,2588.51,53.00,837.99
1.00,84.67,1064.32,44.00,866.78
3.00,86.28,1522.85,24.00,651.79
3.00,68.47,2035.42,40.00,690.16
3.00,126.75,2296.35,44.00,1098.49
4.00,110.37,2188.44,43.00,808.68
4.00,139.91,3376.06,59.00,1052.76
3.00,92.15,1284.25,33.00,760.29
3.00,66.21,1844.95,26.00,377.70
1.00,77.95,724.21,44.00,637.59
3.00,77.92,2048.35,46.00,895.14
2.00,116.60,2236.22,43.00,1057.84
4.00,79.98,2185.64,23.00,738.35
4.00,84.28,1585.09,51.00,797.08
5.00,105.02,1956.87,16.00,463.56
5.00,122.08,3030.35,47.00,739.54
4.00,80.19,1606.73,42.00,828.38
5.00,131.85,2934.15,21.00,555.47
5.00,114.40,2969.28,23.00,648.74
3.00,80.92,514.68,30.00,811.62
5.00,165.25,3679.22,27.00,737.30
4.00,107.57,1948.56,37.00,732.65
2.00,90.83,1887.04,44.00,757.35
5.00,102.57,2814.37,22.00,571.04
1.00,73.01,719.66,51.00,716.51
3.00,84.70,1631.58,25.00,464.94
1.00,44.18,500.00,35.00,676.78
3.00,127.43,2154.91,13.00,529.85
5.00,133.42,2592.93,48.00,891.63
5.00,116.81,2942.53,48.00,855.11
2.00,73.94,1442.57,25.00,505.24
2.00,78.46,1706.84,55.00,784.24
3.00,99.21,2299.94,38.00,691.67
3.00,112.97,2881.47,29.00,596.72
5.00,155.14,3364.03,24.00,837.66
5.00,113.37,3103.10,48.00,961.92
2.00,70.41,1386.40,48.00,733.41
4.00,100.32,2780.24,29.00,569.22
1.00,86.85,1081.66,30.00,690.80
5.00,138.42,3053.60,65.00,1209.23
5.00,145.81,2981.04,50.00,950.57
1.00,73.24,942.70,23.00,377.45
4.00,97.36,1755.92,21.00,606.26
4.00,73.59,2200.02,58.00,833.93
2.00,68.61,1171.09,30.00,568.70
1.00,54.02,699.70,11.00,313.89
2.00,103.40,2824.14,54.00,1002.27
2.00,119.43,1763.18,42.00,777.91
2.00,100.22,1349.00,40.00,864.25
1.00,45.48,678.41,13.00,380.55
5.00,110.75,2403.73,36.00,769.83
1.00,58.62,500.00,6.00,330.51
4.00,105.68,2487.60,15.00,480.77
4.00,93.62,2032.94,20.00,507.78
5.00,132.46,2987.87,29.00,658.98
3.00,109.59,2334.86,55.00,958.72
5.00,167.51,4330.03,34.00,778.86
4.00,138.53,3598.25,36.00,768.81
3.00,89.78,1354.83,25.00,638.09
1.00,109.93,752.05,13.00,306.07
5.00,115.29,2368.12,63.00,1012.85
3.00,83.82,1459.23,55.00,872.66
4.00,125.13,2598.24,33.00,739.45
1.00,84.56,920.07,6.00,653.21
1.00,86.38,1500.63,11.00,468.61
2.00,104.83,1867.42,39.00,698.19
1.00,55.61,805.52,24.00,402.15
2.00,81.50,1251.33,22.00,538.72
3.00,117.30,2704.74,58.00,996.81
5.00,128.79,2701.52,35.00,590.81
3.00,76.51,1893.91,26.00,492.60
4.00,126.01,2062.82,33.00,622.48
5.00,127.94,3100.15,43.00,685.72
1.00,71.83,909.16,8.00,377.48
5.00,113.06,3379.28,63.00,1013.26
2.00,107.44,1467.56,55.00,964.44
5.00,121.97,2503.86,30.00,637.16
1.00,111.78,1762.83,49.00,948.64
1.00,83.82,1257.40,44.00,657.75
2.00,73.17,810.34,49.00,716.17
2.00,80.51,1134.44,50.00,829.73
3.00,117.24,1496.49,55.00,971.03
5.00,140.81,3069.37,36.00,894.11
2.00,101.93,1729.32,22.00,633.65
1.00,78.84,1165.88,29.00,510.21
2.00,101.72,2001.48,10.00,593.14
1.00,80.97,1661.42,10.00,390.20
2.00,116.28,1824.68,15.00,549.66
4.00,86.58,1711.75,53.00,803.44
5.00,117.77,1830.87,59.00,986.55
4.00,114.59,1906.54,18.00,629.89
1.00,70.64,532.48,24.00,537.01
5.00,144.89,3239.56,53.00,1113.88
5.00,140.12,3636.20,17.00,569.37
4.00,121.16,2988.50,18.00,615.15
1.00,66.11,500.00,19.00,475.65
1.00,52.21,500.00,15.00,369.81
2.00,117.92,2052.98,29.00,589.63
1.00,103.14,864.02,34.00,622.16
1.00,79.34,1140.53,36.00,640.15
5.00,89.06,2199.92,30.00,684.05
1.00,71.18,1296.17,45.00,665.07
4.00,135.11,3304.68,30.00,624.36
5.00,122.73,3081.85,53.00,1030.80
3.00,87.52,2231.84,10.00,395.62
5.00,138.44,2780.07,53.00,863.99
